Contents,p_content,old_hastag,Hashtag
"🔥 Open Factor Launches MLOps Crash Course for AI Professionals & Enthusiasts 🔥

🚀🟢 HANOI, 12 Dec 2022 -- Open Factor today at 20:00 on 12 Dec 2022 launches its first ever free-of-charge MLOps Crash Course for Vietnamese AI professionals, professionals-to-be, and enthusiasts‼️

🎯 MLOps Crash Course provides those who are interested in the course and register to a part of it with comprehensive concepts and applications in MLOps. The participants will get access to available content for download, e-books, an online community for Q&A, and seminars by the instructors.

🌟 All the content is composed and designed following an easy-to-understand flow and gathered the latest AI industry best practices for use cases and examples. The course is practical with a project-based learning approach that included many hands-on tutorials designed and reviewed by MLOps experts from AI-leading companies. The MLOps platform created by the course can be customized and applied to multiple ML systems with different scales.

🧑‍🤝‍🧑 The course suits ML Engineers, DevOps Engineers, and Data Scientists who want to bring AI models into production and application phases. IT students and AI and/or MLOps enthusiasts who want to get a hold of ML systems can join to have a better understanding and or prepare themselves for future jobs.

✅ Participants with the access code (below) go to the Registration section at https://mlops.vn/#registration

✅ Fill out the form with your email, name and code and submit.

✅ An email containing the download link will be sent to that email.

📱The course is in HTML format and compressed as a zip file. Learners need to unzip and open it using their preferred browser. After that, they can go step by step through each chapter. In the coming month, 2-3 technical seminars will be hosted by the instructors to summarise the key concepts, and some lab demos and answer questions related to the course's content.

💥 Open Factor is looking forward to having many AI professionals and enthusiast join us in this very debut course. Open Factor is a social enterprise aiming at building capacity for a successful digital transformation of Vietnamese sectors and systems by training and nurturing the best AI and data analytic professionals.

💠 Since AI is one of the most transformative technologies supporting the digital transformation of businesses around the world, becoming an essential part of enterprise nowadays. And MLOps is a set of practices that aims to deploy and maintain ML models in production reliably and efficiently. YOU don’t want to miss this opportunity to learn all of this with us and the community through the MLOps Crash Course.

ACCESS CODE: MLOPSVN-REL
https://www.facebook.com/110954241693058/posts/pfbid02SQrXjUrNhUDsM3tXB6hwpe9BcUacshtzv7egtuPsM7q3yqG11M4MvSeSUgP8b3W5l/?mibextid=Nif5oz","Open Factor Launches MLOps Crash Course for AI Professionals & Enthusiasts HANOI, 12 Dec 2022 -- Open Factor today at 20:00 on 12 Dec 2022 launches its first ever free-of-charge MLOps Crash Course for Vietnamese AI professionals, professionals-to-be, and enthusiasts‼ MLOps Crash Course provides those who are interested in the course and register to a part of it with comprehensive concepts and applications in MLOps. The participants will get access to available content for download, e-books, an online community for Q&A, and seminars by the instructors. All the content is composed and designed following an easy-to-understand flow and gathered the latest AI industry best practices for use cases and examples. The course is practical with a project-based learning approach that included many hands-on tutorials designed and reviewed by MLOps experts from AI-leading companies. The MLOps platform created by the course can be customized and applied to multiple ML systems with different scales. The course suits ML Engineers, DevOps Engineers, and Data Scientists who want to bring AI models into production and application phases. IT students and AI and/or MLOps enthusiasts who want to get a hold of ML systems can join to have a better understanding and or prepare themselves for future jobs. Participants with the access code (below) go to the Registration section at https://mlops.vn/#registration Fill out the form with your email, name and code and submit. An email containing the download link will be sent to that email. The course is in HTML format and compressed as a zip file. Learners need to unzip and open it using their preferred browser. After that, they can go step by step through each chapter. In the coming month, 2-3 technical seminars will be hosted by the instructors to summarise the key concepts, and some lab demos and answer questions related to the course's content. Open Factor is looking forward to having many AI professionals and enthusiast join us in this very debut course. Open Factor is a social enterprise aiming at building capacity for a successful digital transformation of Vietnamese sectors and systems by training and nurturing the best AI and data analytic professionals. Since AI is one of the most transformative technologies supporting the digital transformation of businesses around the world, becoming an essential part of enterprise nowadays. And MLOps is a set of practices that aims to deploy and maintain ML models in production reliably and efficiently. YOU don’t want to miss this opportunity to learn all of this with us and the community through the MLOps Crash Course. ACCESS CODE: MLOPSVN-REL https://www.facebook.com/110954241693058/posts/pfbid02SQrXjUrNhUDsM3tXB6hwpe9BcUacshtzv7egtuPsM7q3yqG11M4MvSeSUgP8b3W5l/?mibextid=Nif5oz",,
,nan,,
,nan,,
"Gửi cả nhà tài liệu tổng hợp các Key Services, features, thông tin mới nhất tại AWS re:Invent 2023 (downloaded link below). Nhà mình cần thêm info hay cần support từ AWS thì ib My nha. Chúc cả nhà đầu tuần thật tốt.
Great material to summarize the key launches at AWS re:Invent this year that includes all re:Invent 2022 service launches and top new feature, instance, and region expansion","Gửi cả nhà tài liệu tổng hợp các Key Services, features, thông tin mới nhất tại AWS re:Invent 2023 (downloaded link below). Nhà mình cần thêm info hay cần support từ AWS thì ib My nha. Chúc cả nhà đầu tuần thật tốt. Great material to summarize the key launches at AWS re:Invent this year that includes all re:Invent 2022 service launches and top new feature, instance, and region expansion",,
"Chào anh em, nay mình có tham gia sự kiện 𝗩𝗶𝗲𝘁𝗻𝗮𝗺 𝗪𝗲𝗯 𝗦𝘂𝗺𝗺𝗶𝘁 𝟮𝟬𝟮𝟮. Qua bài talk của anh Nhân, speaker mà mình may mắn kết nối được tới cộng đồng MLOPs. Mình chia sẻ lại slide của bài talk cho anh em nào quan tâm. 
https://drive.google.com/file/d/14luwtVjN2jlZV4Kqi2Vmoci1fKWXTyzb/view?usp=sharing","Chào anh em, nay mình có tham gia sự kiện . Qua bài talk của anh Nhân, speaker mà mình may mắn kết nối được tới cộng đồng MLOPs. Mình chia sẻ lại slide của bài talk cho anh em nào quan tâm. https://drive.google.com/file/d/14luwtVjN2jlZV4Kqi2Vmoci1fKWXTyzb/view?usp=sharing",,
"Một bài khác từ Binance giải thích kỹ hơn về Feature Store bao gồm: lý do, cách ứng dụng và các best practices khi sử dụng.
https://www.binance.com/en/blog/all/a-closer-look-at-our-machine-learning-feature-store-3411614684128221181
#featurestore","Một bài khác từ Binance giải thích kỹ hơn về Feature Store bao gồm: lý do, cách ứng dụng và các best practices khi sử dụng. https://www.binance.com/en/blog/all/a-closer-look-at-our-machine-learning-feature-store-3411614684128221181",#featurestore,
"Dạ chào các bác, em đang tìm hiểu về sử dụng Docker và có một thắc mắc là mình có cách nào có thể tạo 1 container có thể quản lý được các container khác không ạ? Quản lý các tác vụ như create/start/stop/rm và kiểm tra trạng thái của container khác.
Em có xem thì thấy có portainer nhưng nó giống như giao diện, em đang muốn như là kiểu api gọi đến để tạo luật cho kiểm tra và chạy tự động.
Em mới tìm hiểu nên còn chưa hiểu mong các bác giúp, cảm ơn ạ","Dạ chào các bác, em đang tìm hiểu về sử dụng Docker và có một thắc mắc là mình có cách nào có thể tạo 1 container có thể quản lý được các container khác không ạ? Quản lý các tác vụ như create/start/stop/rm và kiểm tra trạng thái của container khác. Em có xem thì thấy có portainer nhưng nó giống như giao diện, em đang muốn như là kiểu api gọi đến để tạo luật cho kiểm tra và chạy tự động. Em mới tìm hiểu nên còn chưa hiểu mong các bác giúp, cảm ơn ạ",,
"Hello cả nhà, để tăng cường tính gắn kết của mọi người, em tạo ra 1 channel Telegram để anh em có thể dễ dàng giao lưu chém gió, chia sẻ tâm tư tình cảm nhé ạ. Những vấn đề liên quan đến hỏi đáp hoặc chia sẻ kiến thức em vẫn khuyến khích mọi người đăng lên group này để bài viết đỡ bị trôi nhé ạ :D
Chúc cả nhà tuần mới tốt lành.
https://t.me/mlopsvn","Hello cả nhà, để tăng cường tính gắn kết của mọi người, em tạo ra 1 channel Telegram để anh em có thể dễ dàng giao lưu chém gió, chia sẻ tâm tư tình cảm nhé ạ. Những vấn đề liên quan đến hỏi đáp hoặc chia sẻ kiến thức em vẫn khuyến khích mọi người đăng lên group này để bài viết đỡ bị trôi nhé ạ :D Chúc cả nhà tuần mới tốt lành. https://t.me/mlopsvn",,
"GÓC OFFLINE LẦN 1
Hi cả nhà, do số lượng người đăng ký offline không nhiều nên bọn em quyết định chuyển qua hình thức tham gia không cần đăng ký trước. 
Thông tin sự kiện:
Thời gian: 15h00-18h00 thứ 7 ngày 03/12/2022
Địa điểm: Cộng cafe (Biệt thự B30, 70 P. Nguyễn Thị Định, Trung Hoà, Cầu Giấy, Hà Nội)
Chi phí tham dự: Mọi người uống gì trả nấy 🤣
Link nhóm để mọi người làm quen trước với nhau và để update thông tin buổi offline: https://discord.gg/9hqZXRxc
Nội dung sự kiện: Giao lưu, chia sẻ kiến thức và kinh nghiệm về MLOps
Mọi người sẽ ngồi kết nối với nhau theo kiểu quây tròn thay vì kiểu hội thảo với máy chiếu nên em tin chắc đây sẽ là cơ hội tốt để mọi người gắn kết được với nhau. Số lượng chỗ em đặt trước chỉ có 20 slots thôi nên các bác chịu khó đến sớm chút không thì lại không có chỗ ngồi. Cảm ơn mọi người nhiều, và hy vọng sớm được gặp mặt mọi người.
#offline","GÓC OFFLINE LẦN 1 Hi cả nhà, do số lượng người đăng ký offline không nhiều nên bọn em quyết định chuyển qua hình thức tham gia không cần đăng ký trước. Thông tin sự kiện: Thời gian: 15h00-18h00 thứ 7 ngày 03/12/2022 Địa điểm: Cộng cafe (Biệt thự B30, 70 P. Nguyễn Thị Định, Trung Hoà, Cầu Giấy, Hà Nội) Chi phí tham dự: Mọi người uống gì trả nấy Link nhóm để mọi người làm quen trước với nhau và để update thông tin buổi offline: https://discord.gg/9hqZXRxc Nội dung sự kiện: Giao lưu, chia sẻ kiến thức và kinh nghiệm về MLOps Mọi người sẽ ngồi kết nối với nhau theo kiểu quây tròn thay vì kiểu hội thảo với máy chiếu nên em tin chắc đây sẽ là cơ hội tốt để mọi người gắn kết được với nhau. Số lượng chỗ em đặt trước chỉ có 20 slots thôi nên các bác chịu khó đến sớm chút không thì lại không có chỗ ngồi. Cảm ơn mọi người nhiều, và hy vọng sớm được gặp mặt mọi người.",#offline,
"Breaking Down Binance's Real-time End-to-end ML Pipeline
https://www.binance.com/en/blog/all/using-mlops-to-build-a-realtime-endtoend-machine-learning-pipeline-3820048062346322706",Breaking Down Binance's Real-time End-to-end ML Pipeline https://www.binance.com/en/blog/all/using-mlops-to-build-a-realtime-endtoend-machine-learning-pipeline-3820048062346322706,,
"[KUBERNETES] Em đang tìm hiểu về kubernetes gặp một vấn đề khi cài đặt sử dụng HAProxy Ingress. Em tải file yaml bản file yaml bản v0.14.0-beta.2 tại https://github.com/jcmoraisjr/haproxy-ingress/releases và cài đặt, sau đó thêm lệnh kubectl label node [..] role=ingress-controller cho master và 2 worker.
Sau đó em tạo 1 service và deployment để tạo pod chạy tại cổng 80 và 1 ingress để chuyển các http request qua service tương ứng. Tuy nhiên khi em truy cập địa chỉ host tự tạo là haproxy.test (ánh xạ qua IP của máy worker 2 trong /etc/hosts file) nhưng lại không hiển thị thông báo của nginx. Mọi người có ai gặp TH này giải thích giúp em với ạ. ","[KUBERNETES] Em đang tìm hiểu về kubernetes gặp một vấn đề khi cài đặt sử dụng HAProxy Ingress. Em tải file yaml bản file yaml bản v0.14.0-beta.2 tại https://github.com/jcmoraisjr/haproxy-ingress/releases và cài đặt, sau đó thêm lệnh kubectl label node [..] role=ingress-controller cho master và 2 worker. Sau đó em tạo 1 service và deployment để tạo pod chạy tại cổng 80 và 1 ingress để chuyển các http request qua service tương ứng. Tuy nhiên khi em truy cập địa chỉ host tự tạo là haproxy.test (ánh xạ qua IP của máy worker 2 trong /etc/hosts file) nhưng lại không hiển thị thông báo của nginx. Mọi người có ai gặp TH này giải thích giúp em với ạ.",,
"[KUBERNETES] Em đang tìm hiểu về kubernetes gặp một vấn đề khi cài đặt metrics-server. Đầu tiên cài đặt file yaml như hướng dẫn: https://github.com/kubernetes-sigs/metrics-server/releases. Thì em gặp lỗi: Readiness probe failed: HTTP probe failed with statuscode: 500. Sau khi search thì em thêm - --kubelet-insecure-tls vào args thì fix được, nhưng vẫn gặp lỗi timeout (hình dưới). Tình cờ em seach được bài này trên github: https://github.com/kubernetes-sigs/metrics-server/issues/141 và thêm hostNetwork: true thì metrics-server chạy được. Có anh/chị nào hiểu rõ khúc này giải thích giúp em chỗ hostNetwork này có liên quan gì với ạ. Em cảm ơn.","[KUBERNETES] Em đang tìm hiểu về kubernetes gặp một vấn đề khi cài đặt metrics-server. Đầu tiên cài đặt file yaml như hướng dẫn: https://github.com/kubernetes-sigs/metrics-server/releases. Thì em gặp lỗi: Readiness probe failed: HTTP probe failed with statuscode: 500. Sau khi search thì em thêm - --kubelet-insecure-tls vào args thì fix được, nhưng vẫn gặp lỗi timeout (hình dưới). Tình cờ em seach được bài này trên github: https://github.com/kubernetes-sigs/metrics-server/issues/141 và thêm hostNetwork: true thì metrics-server chạy được. Có anh/chị nào hiểu rõ khúc này giải thích giúp em chỗ hostNetwork này có liên quan gì với ạ. Em cảm ơn.",,
